name,rate,votes,location,cuisines,approx_cost(for two people),online_order,book_table
Pizza Hut,3.6,771,MG Road,Pizza,500,Yes,No
Empire Restaurant,4.9,2150,JP Nagar,Cafe,400,Yes,No
Local Restaurant 1247,3.4,159,JP Nagar,North Indian,400,Yes,No
Local Restaurant 1248,3.8,420,BTM,Fast Food,800,Yes,Yes
Local Restaurant 1249,3.4,333,MG Road,Italian,700,No,Yes
Cafe Coffee Day,4.4,1908,Koramangala,Multi Cuisine,800,No,No
Empire Restaurant,4.9,2448,Banashankari,North Indian,600,Yes,No
Local Restaurant 1252,3.4,1290,BTM,Biryani,800,No,No
Cafe Coffee Day,4.1,1725,HSR,Italian,1200,Yes,Yes
McDonald's,3.8,1555,Marathahalli,Pizza,500,Yes,Yes
KFC,3.5,367,Whitefield,Italian,400,No,Yes
Local Restaurant 1256,4.3,52,Marathahalli,Pizza,1200,Yes,No
Burger King,4.6,235,MG Road,Biryani,800,No,No
KFC,4.8,2213,BTM,Italian,1000,Yes,No
KFC,3.4,1159,Whitefield,Fast Food,400,No,No
Subway,3.8,1942,MG Road,American,900,Yes,Yes
Cafe Coffee Day,4.3,242,MG Road,Cafe,900,Yes,No
Domino's Pizza,3.4,2486,Jayanagar,American,400,Yes,No
McDonald's,3.5,511,Indiranagar,Fast Food,1400,No,No
KFC,3.3,345,BTM,North Indian,1000,No,No
Domino's Pizza,4.1,1879,MG Road,Chinese,900,Yes,Yes
Pizza Hut,4.6,2024,Jayanagar,Biryani,800,No,Yes
Burger King,3.6,2445,Banashankari,Fast Food,600,No,No
Empire Restaurant,3.3,2041,BTM,Pizza,600,Yes,No
Empire Restaurant,3.9,1179,MG Road,Biryani,400,No,No
McDonald's,4.0,146,Koramangala,Multi Cuisine,700,No,Yes
Local Restaurant 1271,3.6,1298,MG Road,Fast Food,500,No,No
Pizza Hut,4.6,2189,Whitefield,American,500,No,Yes
Burger King,3.3,1239,HSR,Biryani,600,No,No
McDonald's,4.2,1381,BTM,American,600,No,No
Cafe Coffee Day,4.1,2010,Marathahalli,Cafe,900,No,Yes
Local Restaurant 1276,4.6,1764,JP Nagar,Cafe,700,Yes,Yes
Empire Restaurant,4.3,1103,Marathahalli,Fast Food,1000,Yes,Yes
McDonald's,4.5,1179,Koramangala,North Indian,700,Yes,Yes
Truffles,4.2,1139,Indiranagar,Chinese,600,Yes,No
Meghana Foods,4.5,787,Whitefield,Chinese,1200,Yes,No
Cafe Coffee Day,3.8,1353,Koramangala,North Indian,600,No,No
KFC,3.7,701,Jayanagar,Italian,1200,Yes,No
Truffles,3.9,1172,Banashankari,Multi Cuisine,600,No,Yes
Truffles,4.6,1045,Marathahalli,American,900,No,Yes
Meghana Foods,3.6,118,JP Nagar,Multi Cuisine,1200,Yes,No
Truffles,3.7,1529,BTM,Cafe,800,No,No
KFC,3.7,911,Koramangala,Biryani,1200,Yes,Yes
McDonald's,4.6,2202,Indiranagar,Chinese,1400,No,Yes
Meghana Foods,4.7,1757,Indiranagar,Cafe,400,Yes,Yes
Domino's Pizza,3.2,2230,HSR,South Indian,600,Yes,No
Domino's Pizza,4.6,2376,Koramangala,Fast Food,1000,No,Yes
McDonald's,3.5,2216,HSR,Chinese,900,No,Yes
Subway,4.0,383,Banashankari,Multi Cuisine,700,Yes,Yes
Meghana Foods,3.6,1705,Jayanagar,Italian,500,Yes,Yes
Empire Restaurant,4.7,2269,JP Nagar,Multi Cuisine,400,Yes,Yes
Pizza Hut,4.9,75,HSR,American,400,No,No
Burger King,3.3,2345,JP Nagar,Multi Cuisine,400,Yes,Yes
Meghana Foods,4.8,1684,Jayanagar,Fast Food,1400,No,No
McDonald's,3.7,1195,BTM,Pizza,600,No,Yes
Local Restaurant 1300,3.2,284,BTM,Cafe,600,No,Yes
Empire Restaurant,4.8,56,MG Road,Chinese,1000,Yes,Yes
Empire Restaurant,3.4,448,Whitefield,Italian,1200,Yes,Yes
Domino's Pizza,4.5,282,Koramangala,Biryani,1200,No,No
KFC,3.8,542,Jayanagar,American,400,Yes,Yes
Subway,3.8,1701,Indiranagar,Fast Food,800,Yes,No
Local Restaurant 1306,4.1,1099,BTM,South Indian,1400,No,Yes
Burger King,4.1,1829,HSR,South Indian,1400,Yes,No
Local Restaurant 1308,3.7,715,HSR,Chinese,1000,No,Yes
KFC,3.3,620,Whitefield,Italian,900,No,No
Empire Restaurant,3.7,2447,JP Nagar,Biryani,900,Yes,Yes
Local Restaurant 1311,4.2,1387,BTM,Italian,400,No,No
Subway,4.2,180,JP Nagar,Biryani,1200,Yes,Yes
Domino's Pizza,4.4,1375,Indiranagar,Fast Food,800,Yes,No
Burger King,4.8,951,MG Road,Cafe,1400,No,No
McDonald's,4.0,735,MG Road,Chinese,900,Yes,No
Local Restaurant 1316,4.0,2181,Indiranagar,Italian,500,Yes,Yes
Meghana Foods,4.9,1641,Whitefield,North Indian,500,No,Yes
KFC,3.8,1445,Koramangala,Cafe,600,No,Yes
Cafe Coffee Day,3.5,432,Indiranagar,Cafe,1400,No,No
Local Restaurant 1320,3.9,1806,MG Road,Italian,800,Yes,No
Burger King,4.8,432,MG Road,North Indian,1000,Yes,No
Empire Restaurant,4.3,402,HSR,Multi Cuisine,600,Yes,Yes
KFC,4.8,1285,Koramangala,Biryani,1400,No,Yes
Domino's Pizza,3.5,2396,Marathahalli,American,1200,No,Yes
Domino's Pizza,3.8,2080,Jayanagar,Cafe,400,No,Yes
Cafe Coffee Day,3.6,480,Marathahalli,North Indian,600,Yes,Yes
Empire Restaurant,4.8,1624,MG Road,Multi Cuisine,600,Yes,No
Local Restaurant 1328,3.9,1120,Jayanagar,Fast Food,1400,No,Yes
Local Restaurant 1329,4.0,1448,Banashankari,Italian,600,Yes,Yes
Cafe Coffee Day,3.4,229,Indiranagar,South Indian,400,Yes,No
Pizza Hut,4.5,385,Banashankari,North Indian,400,No,Yes
Meghana Foods,3.7,2224,Banashankari,Pizza,1000,No,Yes
Truffles,4.3,793,Koramangala,Italian,600,Yes,Yes
Truffles,4.1,1276,MG Road,North Indian,1000,No,Yes
Local Restaurant 1335,4.3,1089,HSR,North Indian,900,Yes,Yes
Cafe Coffee Day,4.5,1270,MG Road,American,700,Yes,No
Local Restaurant 1337,3.2,1543,Indiranagar,South Indian,700,No,No
Burger King,4.4,1808,Indiranagar,Chinese,800,Yes,No
Local Restaurant 1339,4.8,1179,Marathahalli,Multi Cuisine,1400,Yes,Yes
KFC,4.5,1144,Whitefield,North Indian,1200,No,Yes
Local Restaurant 1341,3.9,205,BTM,Pizza,1200,No,Yes
KFC,3.9,732,Indiranagar,American,1000,No,Yes
Domino's Pizza,4.8,162,Banashankari,Multi Cuisine,600,No,No
Subway,4.5,729,HSR,South Indian,1000,Yes,No
McDonald's,3.9,1600,HSR,Fast Food,600,Yes,Yes
Empire Restaurant,3.3,1753,Koramangala,South Indian,1400,Yes,No
Subway,4.7,1460,Whitefield,Chinese,700,No,Yes
Domino's Pizza,3.3,478,Koramangala,North Indian,900,No,Yes
Cafe Coffee Day,4.7,1094,HSR,Chinese,1400,No,No
Domino's Pizza,4.4,1198,Banashankari,Chinese,1200,No,Yes
Local Restaurant 1351,4.3,2398,BTM,Chinese,800,No,Yes
Pizza Hut,4.0,1726,BTM,Cafe,800,No,No
Domino's Pizza,3.2,960,Indiranagar,Fast Food,1000,Yes,Yes
Empire Restaurant,3.3,995,Whitefield,Pizza,700,No,Yes
Truffles,4.9,432,BTM,Pizza,700,Yes,Yes
Truffles,3.6,439,Indiranagar,Fast Food,900,Yes,Yes
Meghana Foods,4.0,2022,HSR,Cafe,700,Yes,No
Pizza Hut,4.6,2344,MG Road,Cafe,1200,No,No
Subway,4.5,449,HSR,Multi Cuisine,500,Yes,No
KFC,3.9,2378,Koramangala,Biryani,1200,No,Yes
Local Restaurant 1361,4.1,363,Jayanagar,Multi Cuisine,1000,Yes,No
Cafe Coffee Day,4.5,2218,Indiranagar,Chinese,1400,Yes,Yes
Local Restaurant 1363,4.5,2373,Jayanagar,Fast Food,1400,No,No
Cafe Coffee Day,3.5,1460,Koramangala,Cafe,700,Yes,No
Subway,4.3,2023,Banashankari,Biryani,700,No,Yes
McDonald's,3.8,1403,HSR,American,500,No,No
KFC,4.7,272,Banashankari,American,800,Yes,Yes
Empire Restaurant,4.7,557,Koramangala,South Indian,900,Yes,Yes
Empire Restaurant,4.5,733,HSR,Italian,900,Yes,Yes
Local Restaurant 1370,4.5,1823,HSR,American,400,No,Yes
Pizza Hut,4.7,596,MG Road,Biryani,900,Yes,Yes
Local Restaurant 1372,4.5,323,Banashankari,South Indian,1400,Yes,No
Empire Restaurant,4.4,1252,Jayanagar,Cafe,800,No,No
Domino's Pizza,4.8,400,Koramangala,Multi Cuisine,1400,Yes,Yes
Subway,4.6,2365,BTM,Fast Food,700,Yes,No
Meghana Foods,4.3,1065,HSR,South Indian,600,No,Yes
Empire Restaurant,3.4,2449,Marathahalli,Fast Food,1000,Yes,No
Meghana Foods,4.3,808,Banashankari,Cafe,1200,No,Yes
Meghana Foods,4.6,404,BTM,Chinese,1400,No,No
Truffles,4.0,618,Banashankari,Italian,1200,No,Yes
Local Restaurant 1381,3.6,831,JP Nagar,Cafe,700,No,No
Burger King,3.2,1145,Whitefield,North Indian,700,No,Yes
Cafe Coffee Day,4.3,117,MG Road,Multi Cuisine,1400,Yes,No
Subway,3.5,758,Banashankari,Cafe,600,No,Yes
Local Restaurant 1385,4.4,157,HSR,Chinese,600,Yes,No
Subway,4.7,2033,Koramangala,American,1400,Yes,No
Subway,3.6,1479,MG Road,Italian,600,Yes,Yes
Local Restaurant 1388,4.4,1944,BTM,Italian,1000,Yes,No
Meghana Foods,4.4,435,HSR,Biryani,500,Yes,Yes
Subway,4.6,206,MG Road,Italian,800,No,Yes
Cafe Coffee Day,3.2,236,JP Nagar,North Indian,500,No,No
Truffles,3.5,2478,HSR,Fast Food,800,Yes,No
Meghana Foods,4.0,1774,HSR,Italian,800,No,Yes
Subway,3.5,691,Koramangala,American,1000,Yes,Yes
Subway,4.3,318,HSR,Multi Cuisine,500,No,Yes
Local Restaurant 1396,4.0,1561,BTM,Pizza,500,No,Yes
Local Restaurant 1397,4.5,801,Banashankari,North Indian,400,Yes,Yes
Burger King,4.2,1403,Jayanagar,Fast Food,600,Yes,Yes
Meghana Foods,3.7,1811,Whitefield,Pizza,400,No,Yes
Local Restaurant 1400,4.9,935,Jayanagar,Multi Cuisine,700,Yes,Yes
McDonald's,4.9,2432,Whitefield,Fast Food,700,No,No
Truffles,4.8,447,Banashankari,Biryani,700,No,No
Burger King,4.4,927,BTM,North Indian,1000,Yes,No
Meghana Foods,4.0,1803,Jayanagar,Biryani,700,Yes,No
Local Restaurant 1405,4.6,657,BTM,Multi Cuisine,800,No,No
Local Restaurant 1406,3.3,1312,MG Road,Cafe,400,Yes,No
Truffles,4.3,1305,Banashankari,Fast Food,1000,Yes,No
Truffles,4.4,2405,BTM,Multi Cuisine,800,No,No
McDonald's,4.3,851,HSR,Fast Food,700,Yes,Yes
McDonald's,3.3,2353,Indiranagar,Fast Food,1400,No,Yes
Domino's Pizza,4.5,1098,MG Road,Multi Cuisine,500,Yes,Yes
Local Restaurant 1412,4.4,1957,BTM,Fast Food,1000,Yes,Yes
Subway,3.8,416,Banashankari,Biryani,400,Yes,Yes
Local Restaurant 1414,3.4,402,Marathahalli,Fast Food,400,No,Yes
Pizza Hut,3.8,1178,BTM,Pizza,700,Yes,Yes
Truffles,3.4,598,MG Road,Fast Food,700,Yes,Yes
McDonald's,4.5,1187,JP Nagar,American,600,No,No
Local Restaurant 1418,4.2,66,HSR,Fast Food,1200,Yes,No
Cafe Coffee Day,4.7,1805,Indiranagar,Chinese,400,Yes,Yes
Domino's Pizza,3.7,2027,Whitefield,Pizza,900,No,Yes
Local Restaurant 1421,4.6,731,Marathahalli,Fast Food,800,No,No
Meghana Foods,4.5,2023,Whitefield,Biryani,1200,Yes,No
Burger King,3.9,114,BTM,Italian,400,Yes,Yes
Cafe Coffee Day,3.9,1681,Whitefield,South Indian,1200,Yes,No
Domino's Pizza,3.5,2025,HSR,Fast Food,1200,Yes,No
Burger King,3.8,2480,Banashankari,Cafe,500,No,No
KFC,4.5,59,Whitefield,Fast Food,500,Yes,Yes
Domino's Pizza,4.7,111,Banashankari,Multi Cuisine,500,No,Yes
Domino's Pizza,4.8,899,Whitefield,American,400,Yes,No
Local Restaurant 1430,3.3,425,BTM,Chinese,900,Yes,Yes
Cafe Coffee Day,3.9,2299,Jayanagar,South Indian,1000,No,Yes
McDonald's,4.1,356,JP Nagar,Cafe,600,No,No
Local Restaurant 1433,4.0,985,Marathahalli,Italian,600,No,No
Cafe Coffee Day,3.7,427,MG Road,South Indian,500,No,Yes
Empire Restaurant,3.4,1175,Banashankari,Italian,1400,Yes,No
Local Restaurant 1436,3.8,2458,Whitefield,Fast Food,400,Yes,No
Burger King,4.8,311,Whitefield,South Indian,700,Yes,Yes
Pizza Hut,3.2,990,Banashankari,Biryani,400,Yes,Yes
Subway,3.9,638,JP Nagar,Cafe,1200,Yes,No
Domino's Pizza,3.3,221,Whitefield,South Indian,800,Yes,No
Local Restaurant 1441,4.3,73,Whitefield,Italian,900,Yes,No
Local Restaurant 1442,3.5,394,MG Road,Italian,1200,Yes,No
Cafe Coffee Day,4.1,2345,Koramangala,Fast Food,900,No,No
Burger King,4.1,1764,Koramangala,North Indian,1200,Yes,Yes
Local Restaurant 1445,4.8,470,Marathahalli,Cafe,600,No,Yes
Pizza Hut,3.4,1369,Banashankari,Cafe,1000,Yes,No
Burger King,4.8,2481,Whitefield,Multi Cuisine,1200,Yes,Yes
Local Restaurant 1448,3.8,1584,HSR,Fast Food,400,Yes,Yes
KFC,4.7,164,HSR,Fast Food,800,Yes,No
McDonald's,4.6,1283,HSR,Pizza,1000,No,No
Empire Restaurant,3.6,1622,Whitefield,Chinese,400,Yes,No
Local Restaurant 1452,3.6,235,Indiranagar,Multi Cuisine,700,Yes,Yes
Cafe Coffee Day,4.8,1475,Banashankari,American,400,No,Yes
Cafe Coffee Day,3.7,1701,BTM,Pizza,500,No,No
Cafe Coffee Day,4.8,2095,Indiranagar,South Indian,700,Yes,Yes
McDonald's,4.5,680,Whitefield,Italian,900,No,No
KFC,3.4,90,MG Road,Pizza,1200,No,Yes
Empire Restaurant,3.5,2038,HSR,Fast Food,400,No,No
Pizza Hut,3.4,2006,Jayanagar,Italian,1200,Yes,Yes
Subway,3.7,1936,BTM,Italian,1200,No,Yes
Pizza Hut,4.2,843,JP Nagar,Cafe,1000,No,No
McDonald's,3.9,720,Koramangala,Italian,1000,No,Yes
Truffles,3.4,496,JP Nagar,Multi Cuisine,400,No,Yes
Domino's Pizza,4.6,2157,Indiranagar,South Indian,400,No,No
Meghana Foods,4.3,2181,Jayanagar,North Indian,600,No,No
KFC,4.3,1827,BTM,Multi Cuisine,700,No,No
Local Restaurant 1467,4.4,2271,JP Nagar,Biryani,1400,Yes,Yes
Truffles,3.6,756,BTM,Fast Food,1200,Yes,Yes
Local Restaurant 1469,4.0,1766,Jayanagar,Multi Cuisine,800,No,No
Local Restaurant 1470,4.1,717,Whitefield,Pizza,900,Yes,No
Burger King,3.6,2029,Indiranagar,Multi Cuisine,800,Yes,No
KFC,4.7,1989,Whitefield,North Indian,700,No,No
Local Restaurant 1473,3.2,1686,Marathahalli,Pizza,800,No,No
McDonald's,4.2,153,Whitefield,North Indian,500,No,No
Local Restaurant 1475,4.1,1684,Marathahalli,Multi Cuisine,400,Yes,No
Local Restaurant 1476,3.8,1873,MG Road,Biryani,600,Yes,Yes
Local Restaurant 1477,3.8,193,Jayanagar,Fast Food,900,Yes,Yes
Local Restaurant 1478,3.9,2408,Banashankari,Biryani,900,No,No
McDonald's,3.7,1004,Marathahalli,Multi Cuisine,700,Yes,Yes
Meghana Foods,4.9,688,Banashankari,American,500,No,No
Local Restaurant 1481,3.3,1661,Banashankari,Biryani,800,Yes,No
Truffles,4.3,479,Indiranagar,Biryani,1000,No,Yes
Empire Restaurant,3.3,1346,Koramangala,North Indian,400,Yes,No
Local Restaurant 1484,4.8,2235,Jayanagar,North Indian,1400,No,Yes
McDonald's,3.5,345,Marathahalli,American,500,No,No
Truffles,3.8,1871,HSR,American,800,No,Yes
Cafe Coffee Day,3.7,2096,Koramangala,Pizza,700,No,No
Burger King,4.1,1019,Jayanagar,American,800,Yes,No
Cafe Coffee Day,4.0,1177,Indiranagar,Biryani,400,No,No
Truffles,4.3,1760,BTM,South Indian,600,No,No
Subway,3.8,2419,JP Nagar,Italian,400,No,No
KFC,4.3,2373,Indiranagar,Cafe,400,No,No
Pizza Hut,3.2,1349,Indiranagar,Multi Cuisine,900,No,Yes
Meghana Foods,3.7,1822,Indiranagar,American,1200,Yes,No
Meghana Foods,4.4,2088,MG Road,Italian,1400,No,No
KFC,4.5,1211,JP Nagar,Cafe,1000,No,No
Meghana Foods,4.6,2481,Jayanagar,American,600,Yes,Yes
McDonald's,3.7,1364,Koramangala,Italian,400,No,No
Local Restaurant 1499,4.6,870,Koramangala,Fast Food,500,No,Yes
Local Restaurant 1500,3.9,749,Koramangala,Fast Food,400,Yes,No
Burger King,4.7,626,Koramangala,American,900,No,Yes
KFC,3.5,1112,JP Nagar,Multi Cuisine,400,No,Yes
Truffles,3.3,2100,Marathahalli,Chinese,600,Yes,No
Pizza Hut,3.8,2276,Indiranagar,North Indian,1000,Yes,Yes
KFC,4.7,2468,MG Road,North Indian,1200,Yes,No
Cafe Coffee Day,3.8,723,Banashankari,North Indian,900,Yes,Yes
McDonald's,4.6,241,Jayanagar,Cafe,1200,Yes,Yes
Subway,4.3,2201,Whitefield,North Indian,1200,No,No
Cafe Coffee Day,4.2,1256,Marathahalli,Multi Cuisine,600,No,Yes
Local Restaurant 1510,4.0,1268,MG Road,North Indian,600,No,Yes
Subway,3.3,1775,MG Road,Cafe,500,No,Yes
Burger King,4.0,1911,BTM,South Indian,500,Yes,No
Burger King,3.9,768,Banashankari,Fast Food,1400,No,Yes
Local Restaurant 1514,4.8,900,Jayanagar,Biryani,400,Yes,Yes
McDonald's,4.2,1767,Jayanagar,Biryani,700,No,No
Domino's Pizza,3.9,932,Banashankari,North Indian,600,Yes,Yes
Pizza Hut,4.6,1393,JP Nagar,Italian,1400,Yes,Yes
Local Restaurant 1518,4.3,1045,JP Nagar,Italian,400,No,No
Local Restaurant 1519,4.0,129,Koramangala,Chinese,600,No,No
Local Restaurant 1520,4.9,1820,MG Road,North Indian,900,No,No
Cafe Coffee Day,4.1,116,Whitefield,American,1200,No,No
Domino's Pizza,3.8,1306,Indiranagar,American,500,No,Yes
KFC,4.0,1063,Whitefield,Chinese,1000,Yes,No
Truffles,3.9,2283,BTM,Biryani,1200,Yes,Yes
Cafe Coffee Day,4.4,2097,HSR,Fast Food,800,Yes,No
Local Restaurant 1526,4.0,1020,Marathahalli,American,800,No,Yes
Subway,4.2,1387,MG Road,North Indian,600,No,No
KFC,3.5,1973,MG Road,Fast Food,1400,No,Yes
Empire Restaurant,4.8,1753,MG Road,South Indian,500,Yes,No
McDonald's,3.5,771,MG Road,Fast Food,1400,No,Yes
Domino's Pizza,3.8,1473,BTM,Italian,900,No,No
Truffles,4.7,544,Indiranagar,Multi Cuisine,600,Yes,No
Truffles,3.7,606,Whitefield,North Indian,600,No,Yes
Pizza Hut,4.1,2182,Jayanagar,Pizza,500,Yes,No
Cafe Coffee Day,3.3,1540,HSR,South Indian,1000,Yes,No
Empire Restaurant,4.1,1919,BTM,Pizza,900,No,Yes
Subway,4.8,2123,BTM,South Indian,600,No,No
McDonald's,4.6,1273,Banashankari,Pizza,700,No,Yes
Local Restaurant 1539,4.3,1873,HSR,Biryani,700,Yes,No
Local Restaurant 1540,4.8,340,Jayanagar,American,1400,Yes,No
Local Restaurant 1541,3.8,2111,MG Road,Multi Cuisine,700,No,No
Subway,4.3,549,HSR,Multi Cuisine,1400,No,Yes
Domino's Pizza,4.0,945,Koramangala,Fast Food,400,Yes,Yes
KFC,3.4,2118,Banashankari,Chinese,1400,Yes,No
Local Restaurant 1545,3.9,177,Jayanagar,Biryani,900,Yes,No
Empire Restaurant,3.5,362,Indiranagar,Pizza,400,Yes,Yes
Local Restaurant 1547,4.2,1582,Marathahalli,South Indian,900,No,Yes
KFC,4.4,1259,Whitefield,Cafe,600,No,No
McDonald's,4.7,2249,Jayanagar,Fast Food,900,No,No
McDonald's,4.4,1991,MG Road,Cafe,700,Yes,No
KFC,4.2,662,Indiranagar,Cafe,1000,Yes,Yes
Domino's Pizza,3.2,189,Jayanagar,American,600,No,Yes
Pizza Hut,4.3,268,MG Road,South Indian,1000,No,Yes
Meghana Foods,3.7,693,JP Nagar,Multi Cuisine,1200,Yes,Yes
Burger King,4.3,2107,Whitefield,South Indian,800,Yes,No
Pizza Hut,3.2,1663,Koramangala,South Indian,700,No,Yes
Cafe Coffee Day,4.0,402,Marathahalli,Pizza,1000,Yes,Yes
Burger King,4.1,1452,Whitefield,Italian,1400,Yes,No
Cafe Coffee Day,4.3,602,Marathahalli,Chinese,1200,No,No
Local Restaurant 1560,3.7,1420,HSR,North Indian,1400,Yes,Yes
Local Restaurant 1561,3.5,1903,Indiranagar,Multi Cuisine,1200,Yes,Yes
Empire Restaurant,3.8,2488,JP Nagar,Biryani,1200,Yes,Yes
KFC,3.6,1096,Indiranagar,Cafe,500,Yes,No
Local Restaurant 1564,4.3,1817,Banashankari,North Indian,800,Yes,No
Truffles,4.6,1379,BTM,Fast Food,1000,Yes,No
Burger King,4.3,1522,Whitefield,Cafe,1000,No,No
Local Restaurant 1567,3.4,1325,Koramangala,Fast Food,1000,No,No
Subway,3.4,583,Banashankari,Chinese,900,Yes,No
Pizza Hut,3.7,1496,JP Nagar,American,400,Yes,No
Burger King,4.4,1507,MG Road,American,800,No,No
Local Restaurant 1571,4.3,1829,MG Road,American,700,Yes,Yes
Local Restaurant 1572,3.9,233,MG Road,Italian,600,No,Yes
Subway,3.8,2198,BTM,Cafe,1200,No,No
Pizza Hut,3.5,1755,MG Road,Italian,600,No,Yes
KFC,4.7,1611,BTM,South Indian,1000,No,No
Burger King,3.9,1514,BTM,Cafe,800,No,Yes
Truffles,3.2,1939,Indiranagar,Pizza,900,Yes,No
Domino's Pizza,3.5,572,Indiranagar,American,700,No,No
Burger King,4.1,1767,Koramangala,Italian,700,Yes,No
Local Restaurant 1580,3.9,813,HSR,American,1000,Yes,No
McDonald's,4.4,106,BTM,Italian,800,Yes,No
Cafe Coffee Day,3.9,1906,Indiranagar,Italian,400,No,Yes
Pizza Hut,3.9,881,Jayanagar,Pizza,500,Yes,Yes
Subway,3.9,344,MG Road,Cafe,500,No,Yes
Truffles,3.3,1187,MG Road,Cafe,400,No,No
Meghana Foods,4.2,2306,BTM,American,500,No,No
Local Restaurant 1587,4.8,2010,HSR,Fast Food,1400,Yes,Yes
Domino's Pizza,4.6,1397,HSR,American,1000,Yes,Yes
Cafe Coffee Day,4.9,2179,Koramangala,Chinese,400,Yes,No
KFC,3.4,1599,BTM,Fast Food,1200,No,No
Truffles,4.2,1299,BTM,Cafe,600,No,No
KFC,3.3,966,MG Road,Chinese,500,No,Yes
Cafe Coffee Day,4.8,1776,Jayanagar,Pizza,500,No,Yes
Subway,3.6,1644,Marathahalli,Pizza,400,No,No
Burger King,3.4,516,BTM,Biryani,1000,No,Yes
Meghana Foods,3.4,2015,Koramangala,Cafe,600,No,No
KFC,3.7,1988,BTM,Cafe,600,No,No
Domino's Pizza,4.7,1329,Jayanagar,Italian,600,Yes,No
Empire Restaurant,3.6,305,JP Nagar,Cafe,800,Yes,No
Local Restaurant 1600,3.7,1589,Whitefield,Biryani,1200,Yes,No
Burger King,3.7,1869,Jayanagar,Pizza,1400,Yes,No
Meghana Foods,4.8,2282,BTM,Chinese,700,Yes,Yes
Truffles,3.4,888,Whitefield,American,500,No,Yes
Local Restaurant 1604,3.8,1669,HSR,American,800,No,No
Truffles,4.6,1642,Whitefield,American,700,No,Yes
Domino's Pizza,4.2,485,Whitefield,South Indian,1000,No,No
Local Restaurant 1607,4.0,2429,JP Nagar,American,400,No,Yes
Pizza Hut,4.8,944,Jayanagar,Cafe,1000,Yes,No
KFC,4.0,126,Marathahalli,Multi Cuisine,800,Yes,Yes
Local Restaurant 1610,4.8,2186,MG Road,Multi Cuisine,600,Yes,No
Empire Restaurant,4.3,2259,HSR,Fast Food,800,No,Yes
Local Restaurant 1612,4.4,1159,HSR,Pizza,1200,Yes,Yes
Local Restaurant 1613,3.3,273,Indiranagar,Pizza,900,Yes,Yes
Empire Restaurant,3.7,1227,BTM,Chinese,1200,No,Yes
McDonald's,4.6,2408,Banashankari,Fast Food,1000,Yes,No
Burger King,4.4,372,JP Nagar,Multi Cuisine,400,No,No
McDonald's,4.5,707,BTM,Chinese,1400,No,Yes
Subway,4.6,854,BTM,North Indian,600,Yes,Yes
Empire Restaurant,3.7,1347,Marathahalli,Pizza,400,Yes,No
Cafe Coffee Day,4.2,2170,Indiranagar,Cafe,1400,Yes,Yes
Pizza Hut,4.1,2245,Marathahalli,American,500,No,Yes
Domino's Pizza,3.4,1242,JP Nagar,Cafe,700,No,No
KFC,4.0,690,Indiranagar,North Indian,1200,No,Yes
Subway,3.9,103,MG Road,Fast Food,600,No,No
Local Restaurant 1625,4.3,2379,Jayanagar,Multi Cuisine,1000,Yes,Yes
Pizza Hut,4.3,65,HSR,Chinese,800,Yes,Yes
Local Restaurant 1627,4.9,276,Marathahalli,Biryani,500,Yes,No
Domino's Pizza,4.6,303,HSR,American,1200,No,No
Domino's Pizza,3.7,2450,Jayanagar,Chinese,400,Yes,No
KFC,3.4,2119,JP Nagar,Fast Food,800,Yes,No
Burger King,3.7,1169,HSR,American,400,No,No
Truffles,4.7,2483,Koramangala,Biryani,700,Yes,Yes
Domino's Pizza,3.5,1387,HSR,Chinese,500,Yes,Yes
Cafe Coffee Day,4.0,2462,JP Nagar,Chinese,1400,Yes,No
Pizza Hut,3.2,626,BTM,American,600,No,No
Subway,3.6,1184,HSR,Italian,400,Yes,Yes
KFC,4.0,1306,Marathahalli,North Indian,600,Yes,Yes
Pizza Hut,4.7,2272,Koramangala,Pizza,1400,Yes,No
Subway,4.2,2073,Koramangala,Multi Cuisine,1400,No,Yes
Subway,4.1,333,Banashankari,Multi Cuisine,400,Yes,Yes
Cafe Coffee Day,3.7,1149,MG Road,North Indian,700,Yes,Yes
KFC,4.3,1254,Whitefield,Cafe,1400,No,No
Cafe Coffee Day,4.1,2310,Banashankari,Chinese,1200,No,Yes
Subway,4.0,2276,Marathahalli,North Indian,600,Yes,No
Cafe Coffee Day,3.7,2421,JP Nagar,American,500,Yes,No
Subway,4.5,477,Jayanagar,South Indian,1200,Yes,Yes
KFC,4.2,1293,Koramangala,North Indian,800,No,No
Meghana Foods,3.2,961,Indiranagar,American,1200,No,Yes
Pizza Hut,3.8,1868,BTM,North Indian,1400,Yes,No
KFC,3.8,244,MG Road,Italian,400,No,No
Local Restaurant 1651,3.8,2269,Whitefield,Chinese,700,No,Yes
Local Restaurant 1652,3.5,2381,Whitefield,Fast Food,500,No,Yes
Subway,4.7,525,Banashankari,Cafe,1400,Yes,Yes
Meghana Foods,4.1,1340,JP Nagar,North Indian,700,Yes,No
Local Restaurant 1655,4.2,759,Marathahalli,Cafe,900,No,Yes
Pizza Hut,4.5,2031,Koramangala,American,1200,No,No
Pizza Hut,4.5,1463,JP Nagar,South Indian,1400,Yes,Yes
McDonald's,4.3,2044,MG Road,Fast Food,1200,No,Yes
Local Restaurant 1659,3.7,215,Koramangala,Biryani,900,No,No
Local Restaurant 1660,3.5,217,Whitefield,Italian,500,Yes,Yes
